# ★実Excel に 打たせた CELL の 答え（7回目・通貨の 見分け方）★
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★A列に 1234.5678 を 置いて 表示形式だけ 変えた★
# 関数	式	実Excel の 答え	どんな 場面か
CELL	=CELL("format",A1)	C0	入れた 形 "¥"#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("color",A1)	0	入れた 形 "¥"#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("parentheses",A1)	0	入れた 形 "¥"#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("format",A2)	C0	入れた 形 ¥#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("color",A2)	0	入れた 形 ¥#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("parentheses",A2)	0	入れた 形 ¥#,##0（実際に 付いた 形 ¥#,##0）
CELL	=CELL("format",A3)	C0	入れた 形 ¥-0（実際に 付いた 形 ¥-0）
CELL	=CELL("color",A3)	0	入れた 形 ¥-0（実際に 付いた 形 ¥-0）
CELL	=CELL("parentheses",A3)	0	入れた 形 ¥-0（実際に 付いた 形 ¥-0）
CELL	=CELL("format",A4)	C0	入れた 形 ¥¥#,##0（実際に 付いた 形 ¥¥#,##0）
CELL	=CELL("color",A4)	0	入れた 形 ¥¥#,##0（実際に 付いた 形 ¥¥#,##0）
CELL	=CELL("parentheses",A4)	0	入れた 形 ¥¥#,##0（実際に 付いた 形 ¥¥#,##0）
CELL	=CELL("format",A5)	,0	入れた 形 $#,##0（実際に 付いた 形 $#,##0）
CELL	=CELL("color",A5)	0	入れた 形 $#,##0（実際に 付いた 形 $#,##0）
CELL	=CELL("parentheses",A5)	0	入れた 形 $#,##0（実際に 付いた 形 $#,##0）
CELL	=CELL("format",A6)	,0	入れた 形 "$"#,##0（実際に 付いた 形 "$"#,##0）
CELL	=CELL("color",A6)	0	入れた 形 "$"#,##0（実際に 付いた 形 "$"#,##0）
CELL	=CELL("parentheses",A6)	0	入れた 形 "$"#,##0（実際に 付いた 形 "$"#,##0）
CELL	=CELL("format",A7)	,0	入れた 形 "円"#,##0（実際に 付いた 形 "円"#,##0）
CELL	=CELL("color",A7)	0	入れた 形 "円"#,##0（実際に 付いた 形 "円"#,##0）
CELL	=CELL("parentheses",A7)	0	入れた 形 "円"#,##0（実際に 付いた 形 "円"#,##0）
CELL	=CELL("format",A8)	,0	入れた 形 #,##0"円"（実際に 付いた 形 #,##0"円"）
CELL	=CELL("color",A8)	0	入れた 形 #,##0"円"（実際に 付いた 形 #,##0"円"）
CELL	=CELL("parentheses",A8)	0	入れた 形 #,##0"円"（実際に 付いた 形 #,##0"円"）
CELL	=CELL("format",A9)	C2	入れた 形 ¥#,##0.00（実際に 付いた 形 ¥#,##0.00）
CELL	=CELL("color",A9)	0	入れた 形 ¥#,##0.00（実際に 付いた 形 ¥#,##0.00）
CELL	=CELL("parentheses",A9)	0	入れた 形 ¥#,##0.00（実際に 付いた 形 ¥#,##0.00）
CELL	=CELL("format",A10)	C0-	入れた 形 ¥#,##0;[赤]-¥#,##0（実際に 付いた 形 ¥#,##0;[赤]-¥#,##0）
CELL	=CELL("color",A10)	1	入れた 形 ¥#,##0;[赤]-¥#,##0（実際に 付いた 形 ¥#,##0;[赤]-¥#,##0）
CELL	=CELL("parentheses",A10)	0	入れた 形 ¥#,##0;[赤]-¥#,##0（実際に 付いた 形 ¥#,##0;[赤]-¥#,##0）
CELL	=CELL("format",A11)	P2-	入れた 形 0.00%;[赤]0.00%（実際に 付いた 形 0.00%;[赤]0.00%）
CELL	=CELL("color",A11)	1	入れた 形 0.00%;[赤]0.00%（実際に 付いた 形 0.00%;[赤]0.00%）
CELL	=CELL("parentheses",A11)	0	入れた 形 0.00%;[赤]0.00%（実際に 付いた 形 0.00%;[赤]0.00%）
CELL	=CELL("format",A12)	,1-	入れた 形 #,##0.0;[青]#,##0.0（実際に 付いた 形 #,##0.0;[青]#,##0.0）
CELL	=CELL("color",A12)	1	入れた 形 #,##0.0;[青]#,##0.0（実際に 付いた 形 #,##0.0;[青]#,##0.0）
CELL	=CELL("parentheses",A12)	0	入れた 形 #,##0.0;[青]#,##0.0（実際に 付いた 形 #,##0.0;[青]#,##0.0）
